,day,jurisdiction,NPI,S,E,P,I,A,R,D
600,42,12,0,800635,78,60,39,22,96,0
601,42,13,0,861137,264,208,154,73,280,3
602,43,0,0,228844,40,33,26,11,41,0
603,43,1,0,129032,3,1,0,1,2,0
604,43,2,0,578613,170,124,85,48,168,0
605,43,3,0,20605,0,0,0,0,0,0
606,43,4,0,809019,224,163,128,57,236,0
607,43,5,0,70956,19,14,12,5,22,0
608,43,6,0,465617,67,47,35,18,55,0
609,43,7,0,162214,31,25,14,4,28,0
610,43,8,0,1630717,348,277,191,97,398,1
611,43,9,0,14251,0,0,0,0,0,0
612,43,10,0,725278,190,141,101,55,167,2
613,43,11,0,530125,181,137,93,62,221,1
614,43,12,0,800590,104,56,43,34,103,0
615,43,13,0,861040,292,228,164,81,311,3
616,44,0,0,228822,47,41,27,12,46,0
617,44,1,0,129032,3,1,0,1,2,0
618,44,2,0,578561,177,138,95,52,185,0
619,44,3,0,20605,0,0,0,0,0,0
620,44,4,0,808932,248,178,148,64,257,0
621,44,5,0,70947,26,12,13,4,26,0
622,44,6,0,465592,74,51,45,18,59,0
623,44,7,0,162204,34,26,18,6,28,0
624,44,8,0,1630597,371,299,210,108,443,2
625,44,9,0,14251,0,0,0,0,0,0
626,44,10,0,725220,206,149,110,63,184,2
627,44,11,0,530055,207,155,92,65,245,1
628,44,12,0,800554,114,65,51,35,111,0
629,44,13,0,860944,313,242,178,93,346,3
630,45,0,0,228802,51,47,29,14,52,0
631,45,1,0,129031,3,2,0,1,2,0
632,45,2,0,578484,204,143,112,64,201,0
633,45,3,0,20605,0,0,0,0,0,0
634,45,4,0,808825,293,191,158,75,285,1
635,45,5,0,70943,21,18,15,4,27,0
636,45,6,0,465562,88,60,43,15,71,0
637,45,7,0,162196,38,22,20,9,31,0
638,45,8,0,1630440,431,324,235,119,479,3
639,45,9,0,14251,0,0,0,0,0,0
640,45,10,0,725141,235,170,108,69,209,2
641,45,11,0,529979,231,172,100,72,265,1
642,45,12,0,800512,130,77,57,30,124,0
643,45,13,0,860831,364,242,196,106,377,3
644,46,0,0,228790,49,49,35,18,54,0
645,46,1,0,129029,3,3,1,1,2,0
646,46,2,0,578418,218,165,120,60,227,0
647,46,3,0,20605,0,0,0,0,0,0
648,46,4,0,808728,317,217,166,75,324,2
649,46,5,0,70937,22,18,13,7,31,0
650,46,6,0,465537,92,66,52,19,73,0
651,46,7,0,162181,40,30,22,9,34,0
652,46,8,0,1630285,488,350,253,125,527,3
653,46,9,0,14251,0,0,0,0,0,0
654,46,10,0,725069,253,168,130,79,233,3
655,46,11,0,529906,242,192,111,85,283,1
656,46,12,0,800480,138,76,67,36,133,0
657,46,13,0,860716,377,270,215,119,419,3
658,47,0,0,228769,60,49,41,17,59,0
659,47,1,0,129026,4,4,1,1,3,0
660,47,2,0,578325,257,184,119,70,253,0
661,47,3,0,20605,0,0,0,0,0,0
662,47,4,0,808625,337,258,168,75,364,2
663,47,5,0,70930,21,20,17,7,33,0
664,47,6,0,465499,104,76,58,22,80,0
665,47,7,0,162161,50,34,20,10,41,0
666,47,8,0,1630119,528,394,268,140,579,3
667,47,9,0,14251,0,0,0,0,0,0
668,47,10,0,724994,253,215,124,80,266,3
669,47,11,0,529818,265,202,129,90,315,1
670,47,12,0,800426,164,88,68,36,148,0
671,47,13,0,860563,435,298,231,132,457,4
672,48,0,0,228748,66,49,43,24,65,0
673,48,1,0,129022,7,5,1,1,3,0
674,48,2,0,578221,297,204,133,74,279,0
675,48,3,0,20605,0,0,0,0,0,0
676,48,4,0,808519,353,273,194,91,397,3
677,48,5,0,70919,27,19,19,8,36,0
678,48,6,0,465459,124,75,63,33,85,0
679,48,7,0,162146,50,36,28,11,45,0
680,48,8,0,1629929,574,444,285,157,639,3
681,48,9,0,14251,0,0,0,0,0,0
682,48,10,0,724889,293,217,161,89,283,3
683,48,11,0,529726,291,218,148,96,340,1
684,48,12,0,800377,165,120,77,32,159,0
685,48,13,0,860401,477,353,243,138,504,4
686,49,0,0,228716,79,48,51,30,71,0
687,49,1,0,129021,6,5,2,1,4,0
688,49,2,0,578122,324,218,157,79,308,0
689,49,3,0,20605,0,0,0,0,0,0
690,49,4,0,808397,372,309,220,96,433,4
691,49,5,1,70909,33,18,15,10,43,0
692,49,6,0,465426,132,80,68,37,96,0
693,49,7,0,162129,53,42,28,11,53,0
694,49,8,0,1629731,613,492,319,179,694,3
695,49,9,0,14251,0,0,0,0,0,0
696,49,10,0,724778,323,241,179,94,317,3
697,49,11,0,529616,329,250,160,101,363,1
698,49,12,0,800318,185,132,83,41,171,0
699,49,13,0,860223,536,381,270,151,555,4
700,50,0,0,228691,82,61,50,28,83,0
701,50,1,0,129020,6,5,3,1,4,0
702,50,2,0,578014,342,247,183,84,338,0
703,50,3,0,20605,0,0,0,0,0,0
704,50,4,0,808268,402,334,248,105,470,5
705,50,5,1,70899,32,24,17,11,45,0
706,50,6,0,465379,142,99,69,37,113,0
707,50,7,0,162113,54,49,28,13,59,0
708,50,8,0,1629503,693,519,345,203,765,4
709,50,9,0,14251,0,0,0,0,0,0
710,50,10,0,724670,354,254,202,95,357,3
711,50,11,0,529515,346,267,182,108,401,1
712,50,12,0,800243,213,148,91,47,188,0
713,50,13,0,860035,592,434,279,160,616,5
714,51,0,0,228653,100,68,51,31,92,0
715,51,1,0,129016,10,4,3,2,4,0
716,51,2,0,577911,364,270,196,96,371,1
717,51,3,0,20605,0,0,0,0,0,0
718,51,4,0,808128,434,356,273,127,509,5
719,51,5,1,70886,37,24,17,13,51,0
720,51,6,0,465332,151,111,76,41,128,0
721,51,7,0,162091,60,56,27,15,67,0
722,51,8,0,1629251,756,582,385,221,833,4
723,51,9,0,14251,0,0,0,0,0,0
724,51,10,0,724535,402,286,215,103,391,3
725,51,11,0,529405,370,298,198,116,432,2
726,51,12,0,800175,213,184,100,58,200,0
727,51,13,0,859853,627,479,299,182,676,6
728,52,0,0,228614,104,83,58,35,101,0
729,52,1,0,129015,6,8,3,2,5,0
730,52,2,0,577784,394,306,213,102,409,2
731,52,3,0,20605,0,0,0,0,0,0
732,52,4,0,807962,489,381,293,140,562,5
733,52,5,1,70873,37,32,19,16,51,0
734,52,6,0,465262,186,128,76,43,144,0
735,52,7,0,162070,56,73,26,16,75,1
736,52,8,0,1628942,872,625,437,238,914,4
737,52,9,0,14251,0,0,0,0,0,0
738,52,10,0,724393,433,337,218,113,438,4
739,52,11,0,529271,397,341,221,122,467,4
740,52,12,0,800095,232,198,118,66,221,0
741,52,13,0,859649,704,482,341,205,735,6
742,53,0,0,228562,130,89,65,40,109,0
743,53,1,0,129013,6,9,3,3,5,0
744,53,2,0,577647,438,316,240,122,445,2
745,53,3,0,20605,0,0,0,0,0,0
746,53,4,0,807767,565,391,327,153,624,5
747,53,5,1,70864,38,33,24,16,53,0
748,53,6,0,465194,198,153,84,47,163,0
749,53,7,0,162047,67,75,29,17,81,1
750,53,8,0,1628611,992,695,478,265,987,4
751,53,9,0,14251,0,0,0,0,0,0
752,53,10,0,724253,451,363,239,135,491,4
753,53,11,0,529121,446,359,236,127,530,5
754,53,12,0,799992,290,190,137,78,243,1
755,53,13,0,859406,765,544,367,223,811,8
756,54,0,0,228518,135,105,73,42,122,0
757,54,1,0,129011,5,10,4,3,6,0
758,54,2,0,577495,470,366,274,129,474,2
759,54,3,0,20605,0,0,0,0,0,0
760,54,4,0,807579,604,450,333,171,690,5
761,54,5,1,70855,36,36,26,15,60,0
762,54,6,0,465122,220,167,98,50,182,0
763,54,7,0,162013,82,73,41,22,85,1
764,54,8,0,1628262,1060,812,525,280,1089,5
765,54,9,0,14251,0,0,0,0,0,0
766,54,10,0,724040,557,381,269,149,536,4
767,54,11,0,528971,465,393,265,146,579,5
768,54,12,0,799895,304,231,148,84,268,2
769,54,13,0,859173,803,610,397,230,903,10
770,55,0,0,228468,143,117,81,44,142,0
771,55,1,0,129007,8,10,3,2,9,0
772,55,2,0,577325,534,370,299,152,528,3
773,55,3,0,20605,0,0,0,0,0,0
774,55,4,0,807376,644,504,354,195,754,5
775,55,5,1,70837,44,38,31,14,64,0
776,55,6,0,465051,244,170,109,61,204,0
777,55,7,0,161985,94,73,48,26,90,1
778,55,8,0,1627860,1196,866,590,338,1178,5
779,55,9,0,14251,0,0,0,0,0,0
780,55,10,0,723872,571,438,300,161,590,4
781,55,11,0,528797,508,435,290,162,627,6
782,55,12,0,799771,351,258,160,89,301,2
783,55,13,0,858889,869,671,446,252,989,11
784,56,0,0,228402,167,130,90,45,161,0
785,56,1,0,129004,10,10,3,3,9,0
786,56,2,0,577109,595,428,322,159,595,3
787,56,3,0,20605,0,0,0,0,0,0
788,56,4,1,807115,747,543,372,218,832,7
789,56,5,1,70825,47,38,34,15,69,0
790,56,6,0,464962,262,204,114,70,227,0
791,56,7,0,161955,97,82,55,30,97,1
792,56,8,0,1627467,1281,959,662,367,1292,6
793,56,9,0,14251,0,0,0,0,0,0
794,56,10,1,723692,595,493,338,164,650,5
795,56,11,1,528609,551,470,329,182,678,6
796,56,12,0,799630,402,293,170,102,333,3
797,56,13,1,858573,955,727,495,277,1089,11
798,57,0,0,228335,193,143,96,49,179,0
799,57,1,0,128997,15,10,4,2,11,0
800,57,2,0,576853,688,475,353,187,652,4
801,57,3,0,20605,0,0,0,0,0,0
802,57,4,1,806892,791,577,424,240,903,7
803,57,5,1,70802,58,37,36,18,77,0
804,57,6,0,464867,297,223,127,71,254,0
805,57,7,0,161914,112,84,65,28,113,1
806,57,8,0,1627032,1358,1075,738,399,1426,6
807,57,9,0,14251,0,0,0,0,0,0
808,57,10,1,723484,641,543,373,172,719,5
809,57,11,1,528427,598,490,365,195,744,6
810,57,12,0,799487,432,327,199,108,377,3
811,57,13,1,858291,1001,801,516,290,1217,11
812,58,0,0,228271,207,164,88,58,207,0
813,58,1,0,128991,13,17,4,2,12,0
814,58,2,0,576602,773,542,381,197,713,4
815,58,3,0,20605,0,0,0,0,0,0
816,58,4,1,806662,776,656,486,272,975,7
817,58,5,1,70790,58,44,34,16,86,0
818,58,6,0,464769,326,240,148,80,276,0
819,58,7,0,161879,111,106,61,33,126,1
820,58,8,0,1626518,1507,1171,826,433,1573,7
821,58,9,0,14251,0,0,0,0,0,0
822,58,10,1,723279,691,566,404,200,792,5
823,58,11,1,528232,626,544,404,206,807,6
824,58,12,0,799317,482,361,231,128,411,3
825,58,13,1,857980,1056,861,559,329,1331,11
826,59,0,0,228198,224,189,103,57,224,0
827,59,1,0,128984,12,22,3,4,14,0
828,59,2,0,576349,815,621,432,212,779,4
829,59,3,0,20605,0,0,0,0,0,0
830,59,4,1,806364,867,709,536,297,1054,8
831,59,5,1,70773,62,47,34,19,93,0
832,59,6,0,464648,375,257,166,93,300,0
833,59,7,0,161841,125,94,75,46,135,1
834,59,8,0,1625933,1667,1284,923,483,1738,8
835,59,9,0,14250,1,0,0,0,0,0
836,59,10,1,723055,744,587,443,225,878,5
837,59,11,1,528020,679,569,447,224,880,8
838,59,12,0,799096,569,410,243,147,465,3
839,59,13,1,857605,1140,954,615,371,1431,11
840,60,0,0,228114,265,191,116,66,243,0
841,60,1,0,128975,17,23,5,4,15,0
842,60,2,0,576095,848,688,491,225,861,4
843,60,3,0,20605,0,0,0,0,0,0
844,60,4,1,806092,897,780,588,316,1154,8
845,60,5,1,70759,58,56,34,22,99,0
846,60,6,0,464515,420,272,184,110,338,0
847,60,7,0,161783,145,108,79,51,150,1
848,60,8,0,1625304,1877,1398,1016,519,1914,10
849,60,9,0,14250,1,0,0,0,0,0
850,60,10,1,722794,785,662,470,236,985,5
851,60,11,1,527761,752,617,473,259,957,8
852,60,12,0,798892,595,484,278,164,517,3
853,60,13,1,857228,1200,1029,700,392,1567,11
854,61,0,0,228025,286,208,139,78,259,0
855,61,1,0,128968,22,14,10,9,16,0
856,61,2,0,575775,960,696,566,263,948,4
857,61,3,0,20605,0,0,0,0,0,0
858,61,4,1,805800,943,806,647,352,1279,8
859,61,5,1,70731,66,62,38,25,106,0
860,61,6,0,464366,454,321,209,117,372,0
861,61,7,0,161745,141,118,86,60,166,1
862,61,8,0,1624581,2113,1530,1103,589,2112,11
863,61,9,0,14250,1,0,0,0,0,0
864,61,10,1,722529,854,687,511,263,1088,5
865,61,11,1,527510,794,666,528,261,1060,8
866,61,12,0,798653,677,534,312,174,580,3
867,61,13,1,856774,1345,1059,785,428,1725,11
868,62,0,0,227916,315,230,157,87,290,0
869,62,1,0,128963,22,17,7,10,20,0
870,62,2,0,575408,1058,784,619,288,1051,6
871,62,3,0,20605,0,0,0,0,0,0
872,62,4,1,805446,1030,862,695,386,1408,8
873,62,5,1,70699,76,72,44,28,109,0
874,62,6,0,464217,482,360,221,125,434,0
875,62,7,0,161682,176,111,96,66,185,1
876,62,8,0,1623861,2246,1698,1236,662,2325,11
877,62,9,0,14250,1,0,0,0,0,0
878,62,10,1,722253,904,750,552,277,1196,5
879,62,11,1,527217,867,736,550,290,1159,9
880,62,12,0,798410,759,560,365,197,639,5
881,62,13,1,856362,1389,1152,883,464,1866,12
882,63,0,1,227818,328,260,171,94,324,0
883,63,1,0,128956,21,23,6,11,22,0
884,63,2,1,575026,1144,895,648,333,1162,7
885,63,3,0,20605,0,0,0,0,0,0
886,63,4,1,805033,1195,924,730,397,1548,9
887,63,5,1,70671,91,68,49,31,118,0
888,63,6,1,464050,538,393,250,133,475,0
889,63,7,1,161618,199,118,110,71,200,1
890,63,8,1,1623023,2490,1852,1367,731,2565,11
891,63,9,0,14249,2,0,0,0,0,0
892,63,10,1,721927,1027,760,616,308,1294,5
893,63,11,1,526907,951,783,585,326,1267,11
894,63,12,0,798117,858,602,399,220,734,5
895,63,13,1,855886,1492,1207,988,498,2045,13
896,64,0,1,227695,364,285,185,108,358,0
897,64,1,0,128947,22,26,10,11,23,0
898,64,2,1,574681,1181,966,722,360,1298,8
899,64,3,0,20605,0,0,0,0,0,0
900,64,4,1,804614,1303,991,779,450,1690,9
901,64,5,1,70639,94,84,52,32,127,0
902,64,6,1,463883,582,421,286,139,528,0
903,64,7,1,161554,212,142,111,70,227,1
904,64,8,1,1622260,2651,2010,1500,759,2848,12
905,64,9,0,14249,1,1,0,0,0,0
906,64,10,1,721606,1095,838,642,333,1418,5
907,64,11,1,526609,1001,828,642,362,1377,11
908,64,12,0,797803,971,663,430,245,818,5
909,64,13,1,855372,1642,1253,1083,516,2250,13
910,65,0,1,227572,386,316,206,115,400,0
911,65,1,0,128934,30,26,13,11,25,0
912,65,2,1,574279,1281,1038,790,392,1428,9
913,65,3,0,20605,0,0,0,0,0,0
914,65,4,1,804161,1406,1079,840,477,1864,9
915,65,5,1,70603,99,96,60,32,138,0
916,65,6,1,463720,601,450,313,163,592,0
917,65,7,1,161501,221,147,124,74,249,1
918,65,8,1,1621451,2802,2196,1625,826,3128,14
919,65,9,0,14249,1,1,0,0,0,0
920,65,10,1,721247,1197,879,676,364,1569,5
921,65,11,1,526241,1089,894,694,395,1506,14
922,65,12,0,797465,1054,753,470,273,915,5
923,65,13,1,854782,1819,1358,1135,545,2477,13
924,66,0,1,227417,437,335,234,128,444,0
925,66,1,0,128924,31,25,15,17,27,0
926,66,2,1,573852,1346,1148,871,423,1568,11
927,66,3,0,20605,0,0,0,0,0,0
928,66,4,1,803705,1488,1202,893,503,2036,10
929,66,5,1,70568,111,97,64,37,151,0
930,66,6,1,463544,622,498,342,173,660,0
931,66,7,1,161423,231,185,127,72,278,2
932,66,8,1,1620506,3016,2408,1752,909,3437,17
933,66,9,0,14249,1,0,1,0,0,0
934,66,10,1,720854,1276,963,733,409,1697,6
935,66,11,1,525854,1199,960,748,402,1656,15
936,66,12,0,797105,1141,855,535,311,983,5
937,66,13,1,854151,1971,1510,1193,593,2698,13
938,67,0,1,227283,463,354,258,149,488,0
939,67,1,0,128913,36,25,17,16,32,0
940,67,2,1,573380,1469,1218,929,454,1758,11
941,67,3,0,20604,1,0,0,0,0,0
942,67,4,1,803185,1635,1270,976,536,2225,10
943,67,5,1,70526,128,99,66,36,173,0
944,67,6,1,463347,663,536,379,191,723,0
945,67,7,1,161340,257,203,141,76,299,2
946,67,8,1,1619482,3238,2605,1929,997,3777,17
947,67,9,0,14249,1,0,1,0,0,0
948,67,10,1,720412,1379,1056,790,439,1856,6
949,67,11,1,525456,1254,1070,793,425,1821,15
950,67,12,0,796695,1260,955,585,336,1099,6
951,67,13,1,853488,2143,1618,1295,650,2922,16
952,68,0,1,227104,529,375,281,154,552,0
953,68,1,0,128898,45,23,18,15,40,0
954,68,2,1,572861,1617,1297,996,501,1936,11
955,68,3,0,20604,0,1,0,0,0,0
956,68,4,1,802637,1756,1400,1043,569,2422,12
957,68,5,1,70483,133,112,73,44,183,0
958,68,6,1,463099,746,552,442,213,787,0
959,68,7,1,161252,274,215,156,88,331,3
960,68,8,1,1618320,3588,2787,2102,1094,4137,20
961,68,9,0,14248,2,0,1,0,0,0
962,68,10,1,720007,1456,1137,855,464,2013,6
963,68,11,1,525034,1367,1103,843,457,2015,16
964,68,12,0,796248,1359,1051,685,379,1208,7
965,68,13,1,852833,2238,1727,1429,738,3151,16
966,69,0,1,226927,592,411,286,161,618,0
967,69,1,0,128884,52,27,15,16,45,0
968,69,2,1,572245,1799,1399,1090,552,2123,12
969,69,3,0,20604,0,1,0,0,0,0
970,69,4,1,802030,1895,1540,1124,589,2649,12
971,69,5,1,70433,154,118,83,42,198,0
972,69,6,1,462870,788,603,474,235,869,0
973,69,7,1,161153,309,226,165,91,372,4
974,69,8,1,1617104,3863,3068,2245,1177,4571,22
975,69,9,0,14248,2,0,1,0,0,0
976,69,10,1,719538,1552,1218,934,503,2187,7
977,69,11,1,524603,1423,1229,877,486,2201,17
978,69,12,0,795681,1567,1152,760,416,1354,7
979,69,13,1,852077,2419,1847,1557,791,3425,17
980,70,0,2,226740,609,490,316,164,676,0
981,70,1,0,128869,52,34,17,15,52,0
982,70,2,2,571637,1904,1542,1181,599,2345,12
983,70,3,0,20603,1,1,0,0,0,0
984,70,4,1,801367,2052,1644,1259,645,2860,16
985,70,5,1,70394,157,123,92,45,217,0
986,70,6,1,462615,849,665,499,250,961,0
987,70,7,1,161067,328,250,173,94,404,4
988,70,8,2,1615815,4125,3341,2460,1266,5021,24
989,70,9,0,14248,2,0,1,0,0,0
990,70,10,1,719034,1624,1323,1040,542,2369,7
991,70,11,2,524104,1584,1278,954,528,2371,17
992,70,12,1,795063,1765,1284,858,459,1501,10
993,70,13,2,851223,2618,2053,1640,839,3743,17
994,71,0,2,226583,585,545,358,180,744,1
995,71,1,0,128855,51,41,21,16,55,0
996,71,2,2,571063,1959,1661,1278,663,2584,13
997,71,3,0,20602,2,0,1,0,0,0
998,71,4,1,800662,2245,1745,1371,730,3074,18
999,71,5,1,70340,174,128,102,49,235,0
1000,71,6,1,462327,934,689,551,270,1068,0
1001,71,7,1,160971,346,268,197,94,440,4
1002,71,8,2,1614634,4248,3575,2682,1394,5495,27
1003,71,9,0,14247,3,0,1,0,0,0
1004,71,10,1,718445,1793,1439,1095,561,2599,7
1005,71,11,2,523666,1620,1352,1053,566,2562,19
1006,71,12,1,794542,1802,1483,945,481,1677,11
1007,71,13,2,850429,2725,2226,1754,908,4074,19
1008,72,0,2,226404,613,554,404,208,812,1
1009,72,1,0,128834,53,48,27,16,61,0
1010,72,2,2,570493,2014,1752,1378,729,2842,13
1011,72,3,0,20602,2,0,1,0,0,0
1012,72,4,1,799940,2356,1942,1466,756,3367,19
1013,72,5,1,70284,181,139,115,53,256,0
1014,72,6,1,461995,1020,756,601,303,1164,0
1015,72,7,1,160855,374,283,217,111,476,4
1016,72,8,2,1613387,4374,3791,2922,1543,6011,31
1017,72,9,0,14247,2,1,1,0,0,0
1018,72,10,1,717796,1939,1623,1146,601,2827,8
1019,72,11,2,523165,1708,1428,1152,591,2775,19
1020,72,12,1,793966,1872,1620,1085,542,1845,12
1021,72,13,2,849618,2819,2390,1873,981,4435,20
1022,73,0,2,226189,677,605,416,206,902,2
1023,73,1,0,128808,63,50,32,20,66,0
1024,73,2,2,569919,2074,1809,1532,791,3083,15
1025,73,3,0,20602,2,0,1,0,0,0
1026,73,4,1,799147,2547,2036,1587,825,3685,21
1027,73,5,1,70237,169,171,120,58,273,0
1028,73,6,1,461657,1099,828,640,335,1280,0
1029,73,7,1,160725,401,324,229,119,518,5
1030,73,8,2,1612046,4578,3974,3142,1655,6633,35
1031,73,9,0,14247,2,1,0,0,1,0
1032,73,10,1,717090,2118,1734,1265,690,3035,8
1033,73,11,2,522653,1742,1543,1245,651,2985,19
1034,73,12,1,793306,2062,1711,1183,602,2066,14
1035,73,13,2,848744,2933,2549,2030,1055,4805,23
1036,74,0,2,225980,677,673,444,245,976,4
1037,74,1,0,128779,75,60,34,21,70,0
1038,74,2,2,569241,2192,1918,1616,835,3406,15
1039,74,3,0,20601,3,0,1,0,0,0
1040,74,4,1,798271,2756,2208,1677,913,4002,22
1041,74,5,1,70179,169,186,133,64,297,0
1042,74,6,1,461327,1132,930,695,341,1414,0
1043,74,7,1,160613,397,364,237,139,566,5
1044,74,8,2,1610599,4813,4177,3399,1785,7255,35
1045,74,9,0,14246,2,2,0,0,1,0
1046,74,10,1,716283,2327,1888,1362,755,3317,11
1047,74,11,2,522092,1825,1639,1299,701,3263,20
1048,74,12,1,792563,2261,1871,1273,651,2311,16
1049,74,13,2,847857,3032,2711,2175,1134,5207,27
1050,75,0,2,225737,737,693,498,266,1064,5
1051,75,1,0,128742,98,55,45,23,76,0
1052,75,2,2,568559,2306,2023,1743,885,3692,17
1053,75,3,0,20600,2,2,0,0,1,0
1054,75,4,1,797305,3017,2357,1847,959,4342,25
1055,75,5,1,70109,200,181,146,74,318,0
1056,75,6,1,460922,1241,996,760,358,1562,1
1057,75,7,1,160466,429,382,272,146,621,5
1058,75,8,2,1608982,5160,4368,3645,1909,7964,39
1059,75,9,0,14246,1,3,0,0,1,0
1060,75,10,1,715509,2500,2004,1496,829,3594,13
1061,75,11,2,521532,1900,1725,1401,740,3521,20
1062,75,12,1,791746,2500,2009,1391,724,2560,17
1063,75,13,2,846900,3228,2789,2325,1209,5665,28
1064,76,0,2,225497,778,727,544,290,1159,6
1065,76,1,0,128716,100,62,50,26,85,0
1066,76,2,2,567772,2502,2086,1837,970,4041,19
1067,76,3,0,20599,2,2,1,0,1,0
1068,76,4,1,796299,3243,2540,1980,1024,4741,26
1069,76,5,1,70037,219,192,161,76,343,0
1070,76,6,1,460476,1370,1062,840,384,1707,2
1071,76,7,1,160299,484,393,304,165,671,6
1072,76,8,2,1607272,5481,4706,3844,2024,8701,42
1073,76,9,0,14245,2,2,0,1,1,0
1074,76,10,1,714711,2656,2199,1594,866,3906,15
1075,76,11,2,520877,2054,1790,1513,762,3823,23
1076,76,12,1,790910,2682,2174,1535,786,2843,18
1077,76,13,2,845829,3454,2893,2481,1315,6144,30
1078,77,0,3,225253,831,737,572,315,1287,6
1079,77,1,0,128686,109,71,52,29,92,0
1080,77,2,4,567011,2570,2248,1938,1012,4429,19
1081,77,3,0,20599,1,3,1,0,1,0
1082,77,4,3,795247,3405,2785,2145,1112,5133,28
1083,77,5,3,69936,252,209,173,84,374,0
1084,77,6,2,460008,1479,1142,916,442,1852,4
1085,77,7,2,160133,525,417,351,167,723,6
1086,77,8,3,1605429,5948,4943,4043,2153,9512,47
1087,77,9,0,14244,3,2,0,1,1,0
1088,77,10,3,713762,2914,2332,1770,931,4223,16
1089,77,11,4,520244,2150,1910,1563,814,4138,25
1090,77,12,2,789925,2981,2322,1695,865,3142,19
1091,77,13,3,844721,3653,3065,2598,1412,6667,32
1092,78,0,3,225067,805,783,605,341,1394,6
1093,78,1,0,128642,124,88,56,31,98,0
1094,78,2,4,566491,2388,2393,2036,1091,4809,22
1095,78,3,0,20599,1,2,2,0,1,0
1096,78,4,3,794448,3335,2937,2307,1253,5547,29
1097,78,5,3,69872,254,221,176,91,414,0
1098,78,6,2,459593,1543,1209,983,490,2021,5
1099,78,7,2,159981,512,487,366,172,798,6
1100,78,8,3,1603958,5862,5294,4278,2269,10367,51
1101,78,9,0,14241,6,2,0,1,1,0
1102,78,10,3,713099,2810,2500,1917,1009,4597,18
1103,78,11,4,519810,2037,2002,1660,835,4475,30
1104,78,12,2,789086,3035,2558,1803,933,3515,19
1105,78,13,3,843731,3710,3224,2710,1508,7233,36
1106,79,0,3,224811,854,791,640,369,1530,7
1107,79,1,0,128597,138,105,56,38,105,0
1108,79,2,4,565937,2300,2448,2166,1142,5215,24
1109,79,3,0,20598,2,2,1,0,2,0
1110,79,4,3,793618,3330,3005,2493,1358,6023,31
1111,79,5,3,69819,240,249,164,91,465,1
1112,79,6,2,459120,1659,1253,1067,534,2206,6
1113,79,7,2,159808,547,498,411,200,852,6
1114,79,8,3,1602330,5918,5532,4606,2386,11256,53
1115,79,9,0,14239,7,2,1,1,1,0
1116,79,10,3,712395,2800,2616,2036,1105,4980,20
1117,79,11,4,519370,1981,2006,1777,885,4800,32
1118,79,12,2,788169,3172,2689,1949,1057,3894,19
1119,79,13,3,842803,3635,3407,2874,1585,7812,37
1120,80,0,3,224563,876,810,670,401,1675,9
1121,80,1,0,128557,136,132,57,37,120,0
1122,80,2,4,565418,2205,2475,2263,1212,5635,28
1123,80,3,0,20597,3,2,0,0,3,0
1124,80,4,3,792706,3355,3121,2661,1436,6548,33
1125,80,5,3,69759,238,247,187,102,495,3
1126,80,6,2,458646,1699,1394,1100,570,2430,8
1127,80,7,2,159626,595,517,432,211,935,6
1128,80,8,3,1600666,6017,5747,4862,2544,12192,58
1129,80,9,0,14238,8,2,1,1,1,0
1130,80,10,3,711627,2806,2728,2211,1178,5382,21
1131,80,11,4,518922,1904,2032,1846,949,5166,33
1132,80,12,2,787177,3349,2835,2125,1139,4305,23
1133,80,13,3,841748,3762,3499,3003,1682,8422,40
1134,81,0,3,224316,881,854,712,416,1816,10
1135,81,1,0,128507,144,143,61,46,138,0
1136,81,2,4,564844,2224,2417,2389,1245,6089,30
1137,81,3,0,20595,4,2,0,1,3,0
1138,81,4,3,791720,3472,3208,2819,1513,7095,37
1139,81,5,3,69701,233,250,205,111,528,3
1140,81,6,2,458103,1798,1498,1183,621,2636,9
1141,81,7,2,159412,649,520,485,226,1024,6
1142,81,8,3,1598859,6235,5937,5115,2679,13203,62
1143,81,9,0,14235,10,3,1,1,1,0
1144,81,10,3,710854,2861,2776,2362,1264,5815,23
1145,81,11,4,518476,1870,1994,1924,1027,5528,34
1146,81,12,2,786118,3580,2940,2292,1238,4762,26
1147,81,13,3,840693,3848,3631,3187,1721,9036,41
1148,82,0,3,224060,891,892,749,420,1983,10
1149,82,1,0,128447,164,144,81,47,156,0
1150,82,2,4,564267,2219,2396,2448,1292,6586,33
1151,82,3,0,20594,4,3,0,1,3,0
1152,82,4,3,790676,3602,3340,2989,1582,7638,42
1153,82,5,3,69623,253,257,202,121,572,3
1154,82,6,2,457515,1934,1566,1275,665,2884,10
1155,82,7,2,159203,706,535,491,261,1120,6
1156,82,8,3,1597043,6420,6120,5354,2857,14234,70
1157,82,9,0,14231,11,6,1,1,1,0
1158,82,10,3,710053,2901,2841,2514,1355,6268,25
1159,82,11,4,517990,1861,2021,1976,1053,5918,36
1160,82,12,2,784977,3737,3231,2459,1301,5225,31
1161,82,13,3,839564,4006,3731,3289,1814,9712,49
1162,83,0,3,223801,915,928,782,433,2136,13
1163,83,1,0,128370,196,154,96,50,173,0
1164,83,2,4,563725,2169,2377,2485,1350,7102,37
1165,83,3,0,20594,4,2,1,1,3,0
1166,83,4,3,789683,3638,3414,3150,1688,8254,46
1167,83,5,3,69550,259,254,213,132,620,3
1168,83,6,2,456918,2046,1686,1336,703,3150,12
